Symbol,Short Name,Long Name,Type,Sector,Industry,Country
SMPL,The Simply Good Foods Company,The Simply Good Foods Company,share,Consumer Staples,Packaged Foods & Meats,"Denver, Colorado"
SMTC,Semtech Corporation,Semtech Corporation,share,Information Technology,Semiconductors,"Camarillo, California"
SNCY,"Sun Country Airlines Holdings, ","Sun Country Airlines Holdings, Inc.",share,Industrials,Passenger Airlines,"Minneapolis, Minnesota"
SNDK,Sandisk Corporation,Sandisk Corporation,share,Information Technology,"Technology Hardware, Storage & Peripherals","Milpitas, California"
SNDR,"Schneider National, Inc.","Schneider National, Inc.",share,Industrials,Cargo Ground Transportation,"Green Bay, Wisconsin"
SNEX,StoneX Group Inc.,StoneX Group Inc.,share,Financials,Investment Banking & Brokerage,"New York City, New York"
SONO,"Sonos, Inc.","Sonos, Inc.",share,Consumer Discretionary,Consumer Electronics,"Santa Barbara, California"
SPNT,SiriusPoint Ltd.,SiriusPoint Ltd.,share,Financials,Reinsurance,"New York City, New York"
SPSC,"SPS Commerce, Inc.","SPS Commerce, Inc.",share,Information Technology,Application Software,"Minneapolis, Minnesota"
SPXC,"SPX Technologies, Inc.","SPX Technologies, Inc.",share,Industrials,Industrial Machinery & Supplies & Components,"Charlotte, North Carolina"
SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",share,Health Care,Biotechnology,"Cambridge, Massachusetts"
SSTK,"Shutterstock, Inc.","Shutterstock, Inc.",share,Communication Services,Interactive Media & Services,"New York City, New York"
STAA,STAAR Surgical Company,STAAR Surgical Company,share,Health Care,Health Care Equipment,"Monrovia, California"
STBA,"S&T Bancorp, Inc.","S&T Bancorp, Inc.",share,Financials,Regional Banks,"Indiana, Pennsylvania"
STC,Stewart Information Services Co,Stewart Information Services Corporation,share,Financials,Property & Casualty Insurance,"Houston, Texas"
STEL,"Stellar Bancorp, Inc.","Stellar Bancorp, Inc.",share,Financials,Regional Banks,"Houston, Texas"
STEP,StepStone Group Inc.,StepStone Group Inc.,share,Financials,Asset Management & Custody Banks,"New York City, New York"
STRA,"Strategic Education, Inc.","Strategic Education, Inc.",share,Consumer Discretionary,Education Services,"Herndon, Virginia"
STRL,"Sterling Infrastructure, Inc.","Sterling Infrastructure, Inc.",share,Industrials,Construction & Engineering,"The Woodlands, Texas"
SUPN,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc.",share,Health Care,Pharmaceuticals,"Rockville, Maryland"
SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",share,Materials,Steel,"Lisle, Illinois"
SXI,Standex International Corporati,Standex International Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Salem, New Hampshire"
SXT,Sensient Technologies Corporati,Sensient Technologies Corporation,share,Materials,Specialty Chemicals,"Milwaukee, Wisconsin"
TALO,"Talos Energy, Inc.",Talos Energy Inc.,share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
TBBK,"The Bancorp, Inc.","The Bancorp, Inc.",share,Financials,Regional Banks,"Wilmington, Delaware"
TDC,Teradata Corporation,Teradata Corporation,share,Information Technology,IT Consulting & Other Services,"San Diego, California"
TDS,"Telephone and Data Systems, Inc","Telephone and Data Systems, Inc.",share,Communication Services,Integrated Telecommunication Services,"Chicago, Illinois"
TDW,Tidewater Inc.,Tidewater Inc.,share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
TFIN,"Triumph Financial, Inc.","Triumph Financial, Inc.",share,Financials,Regional Banks,"Dallas, Texas"
TFX,Teleflex Incorporated,Teleflex Incorporated,share,Health Care,Health Care Equipment,"Wayne, Pennsylvania"
TGNA,TEGNA Inc,TEGNA Inc.,share,Communication Services,Broadcasting,"Tysons, Virginia"
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc.",share,Health Care,Biotechnology,"Morrisville, North Carolina"
THRM,Gentherm Inc,Gentherm Incorporated,share,Consumer Discretionary,Automotive Parts & Equipment,"Farmington Hills, Michigan"
THRY,"Thryv Holdings, Inc.","Thryv Holdings, Inc.",share,Communication Services,Interactive Media & Services,"Dallas, Texas"
THS,"Treehouse Foods, Inc.","TreeHouse Foods, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Oak Brook, Illinois"
TILE,"Interface, Inc.","Interface, Inc.",share,Industrials,Office Services & Supplies,"Atlanta, Georgia"
TMDX,"TransMedics Group, Inc.","TransMedics Group, Inc.",share,Health Care,Health Care Equipment,"Andover, Massachusetts"
TMP,Tompkins Financial Corporation,Tompkins Financial Corporation,share,Financials,Regional Banks,"Ithaca, New York"
TNC,Tennant Company,Tennant Company,share,Industrials,Industrial Machinery & Supplies & Components,"Eden Prairie, Minnesota"
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc.",share,Health Care,Health Care Equipment,"San Diego, California"
TPH,"Tri Pointe Homes, Inc.","Tri Pointe Homes, Inc.",share,Consumer Discretionary,Homebuilding,"Incline Village, Nevada"
TR,"Tootsie Roll Industries, Inc.","Tootsie Roll Industries, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois"
TRIP,"TripAdvisor, Inc.","Tripadvisor, Inc.",share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Needham, Massachusetts"
TRMK,Trustmark Corporation,Trustmark Corporation,share,Financials,Regional Banks,"Jackson, Mississippi"
TRN,"Trinity Industries, Inc.","Trinity Industries, Inc.",share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Dallas, Texas"
TRNO,Terreno Realty Corporation,Terreno Realty Corporation,share,Real Estate,Industrial REITs,"San Francisco, California"
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY,share,Financials,Regional Banks,"Glenville, New York"
TRUP,"Trupanion, Inc.","Trupanion, Inc.",share,Financials,Life & Health Insurance,"Seattle, Washington"
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc.",share,Information Technology,Electronic Manufacturing Services,"Santa Ana, California"
TWI,"Titan International, Inc. (DE)","Titan International, Inc.",share,Materials,Agricultural & Farm Machinery,"Quincy, Illinois"
TWO,Two Harbors Investment Corp,Two Harbors Investment Corp.,share,Financials,Mortgage REITs,"St. Louis Park, Minnesota"
UCB,"United Community Banks, Inc.","United Community Banks, Inc.",share,Financials,Regional Banks,"Greenville, South Carolina"
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc.",share,Information Technology,Semiconductor Materials & Equipment,"Hayward, California"
UE,Urban Edge Properties,Urban Edge Properties,share,Real Estate,Retail REITs,"Paramus, New Jersey"
UFCS,"United Fire Group, Inc","United Fire Group, Inc.",share,Financials,Property & Casualty Insurance,"Cedar Rapids, Iowa"
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc.",share,Health Care,Health Care Equipment,"Newburyport, Massachusetts"
UHT,Universal Health Realty Income ,Universal Health Realty Income Trust,share,Real Estate,Health Care REITs,"King of Prussia, Pennsylvania"
UNF,Unifirst Corporation,UniFirst Corporation,share,Industrials,Diversified Support Services,"Wilmington, Massachusetts"
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc.",share,Consumer Staples,Food Retail,"Providence, Rhode Island"
UNIT,Uniti Group Inc.,Uniti Group Inc.,share,Communication Services,Alternative Carriers,"Little Rock, Arkansas"
UPBD,"Upbound Group, Inc.","Upbound Group, Inc.",share,Consumer Discretionary,Computer & Electronics Retail,"Plano, Texas"
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc.",share,Consumer Discretionary,Apparel Retail,"Philadelphia, Pennsylvania"
USNA,"USANA Health Sciences, Inc.","USANA Health Sciences, Inc.",share,Consumer Staples,Packaged Foods & Meats,"West Valley City, Utah"
USPH,"U.S. Physical Therapy, Inc.","U.S. Physical Therapy, Inc.",share,Health Care,Health Care Facilities,"Houston, Texas"
UTL,UNITIL Corporation,Unitil Corporation,share,Utilities,Electric Utilities,"Hampton, New Hampshire"
UVV,Universal Corporation,Universal Corporation,share,Consumer Staples,Tobacco,"Richmond, Virginia"
VCEL,Vericel Corporation,Vericel Corporation,share,Health Care,Biotechnology,"Cambridge, Massachusetts"
VCTR,"Victory Capital Holdings, Inc. ","Victory Capital Holdings, Inc.",share,Financials,Asset Management & Custody Banks,"San Antonio, Texas"
VCYT,"Veracyte, Inc.","Veracyte, Inc.",share,Health Care,Health Care Services,"San Francisco, California"
VECO,Veeco Instruments Inc.,Veeco Instruments Inc.,share,Information Technology,Semiconductor Materials & Equipment,"Plainview, New York"
VIAV,Viavi Solutions Inc.,Viavi Solutions Inc.,share,Information Technology,Communications Equipment,"Chandler, Arizona"
VICR,Vicor Corporation,Vicor Corporation,share,Industrials,Electrical Components & Equipment,"Andover, Massachusetts"
VIR,"Vir Biotechnology, Inc.","Vir Biotechnology, Inc.",share,Health Care,Biotechnology,"San Francisco, California"
VIRT,"Virtu Financial, Inc.","Virtu Financial, Inc.",share,Financials,Financial Exchanges & Data,"New York City, New York"
VRE,"Veris Residential, Inc.","Veris Residential, Inc.",share,Real Estate,Office REITs,"Jersey City, New Jersey"
VRRM,Verra Mobility Corporation,Verra Mobility Corporation,share,Industrials,Data Processing & Outsourced Services,"Mesa, Arizona"
VRTS,"Virtus Investment Partners, Inc","Virtus Investment Partners, Inc.",share,Financials,Asset Management & Custody Banks,"Hartford, Connecticut"
VSAT,"ViaSat, Inc.","Viasat, Inc.",share,Information Technology,Communications Equipment,"Carlsbad, California"
VSCO,Victorias Secret & Co.,Victoria's Secret & Co.,share,Consumer Discretionary,Apparel Retail,"Reynoldsburg, Ohio"
VSH,"Vishay Intertechnology, Inc.","Vishay Intertechnology, Inc.",share,Information Technology,Electronic Components,"Malvern, Pennsylvania"
VSTS,Vestis Corporation,Vestis Corporation,share,Industrials,Diversified Support Services,"Roswell, Georgia"
VTOL,"Bristow Group, Inc.",Bristow Group Inc.,share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
VTLE,"Vital Energy, Inc.","Vital Energy, Inc.",share,Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma"
VYX,NCR Voyix Corporation,NCR Voyix Corporation,share,Information Technology,IT Consulting & Other Services,"Atlanta, Georgia"
WABC,Westamerica Bancorporation,Westamerica Bancorporation,share,Financials,Regional Banks,"San Rafael, California"
WAFD,"WaFd, Inc.","WaFd, Inc.",share,Financials,Regional Banks,"Seattle, Washington"
WAY,Waystar Holding Corp.,Waystar Holding Corp.,share,Health Care,Health Care Technology,"Lehi, Utah"
WD,"Walker & Dunlop, Inc","Walker & Dunlop, Inc.",share,Financials,Commercial & Residential Mortgage Finance,"Bethesda, Maryland"
WDFC,WD-40 Company,WD-40 Company,share,Consumer Staples,Household Products,"San Diego, California"
WEN,Wendy's Company (The),The Wendy's Company,share,Consumer Discretionary,Restaurants,"Dublin, Ohio"
WERN,"Werner Enterprises, Inc.","Werner Enterprises, Inc.",share,Industrials,Cargo Ground Transportation,"Omaha, Nebraska"
WGO,"Winnebago Industries, Inc.","Winnebago Industries, Inc.",share,Consumer Discretionary,Automobile Manufacturers,"Eden Prairie, Minnesota"
WHD,"Cactus, Inc. Class A Common Sto","Cactus, Inc.",share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
WKC,World Kinect Corporation,World Kinect Corporation,share,Energy,Oil & Gas Refining & Marketing,"Doral, Florida"
WLY,"John Wiley & Sons, Inc.","John Wiley & Sons, Inc.",share,Communication Services,Publishing,"Hoboken, New Jersey"
WOR,"Worthington Enterprises, Inc.","Worthington Enterprises, Inc.",share,Industrials,Building Products,"Columbus, Ohio"
WRLD,World Acceptance Corporation,World Acceptance Corporation,share,Financials,Consumer Finance,"Greenville, South Carolina"
WS,"Worthington Steel, Inc.","Worthington Steel, Inc.",share,Materials,Steel,"Columbus, Ohio"
WSC,WillScot Holdings Corporation,WillScot Holdings Corporation,share,Industrials,Office Services & Supplies,"Phoenix, Arizona"
WSFS,WSFS Financial Corporation,WSFS Financial Corporation,share,Financials,Regional Banks,"Wilmington, Delaware"
WSR,Whitestone REIT,Whitestone REIT,share,Real Estate,Retail REITs,"Houston, Texas"
WT,"WisdomTree, Inc.","WisdomTree, Inc.",share,Financials,Asset Management & Custody Banks,"New York City, New York"
WU,Western Union Company (The),The Western Union Company,share,Financials,Transaction & Payment Processing Services,"Denver, Colorado"
WWW,"Wolverine World Wide, Inc.","Wolverine World Wide, Inc.",share,Consumer Discretionary,Footwear,"Rockford, Michigan"
XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",share,Real Estate,Hotel & Resort REITs,"Orlando, Florida"
XNCR,"Xencor, Inc.","Xencor, Inc.",share,Health Care,Biotechnology,"Pasadena, California"
XPEL,"XPEL, Inc.","XPEL, Inc.",share,Consumer Discretionary,Automotive Parts & Equipment,"San Antonio, Texas"
YELP,Yelp Inc.,Yelp Inc.,share,Communication Services,Interactive Media & Services,"San Francisco, California"
YOU,"Clear Secure, Inc.","Clear Secure, Inc.",share,Information Technology,Application Software,"New York City, New York"
ZD,"Ziff Davis, Inc.","Ziff Davis, Inc.",share,Communication Services,Advertising,"New York City, New York"
ZWS,Zurn Elkay Water Solutions Corp,Zurn Elkay Water Solutions Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Milwaukee, Wisconsin"
LVMH.PA,LVMH Moët Hennessy Louis Vuitton,,share,,,France
NOVO-B.CO,Novo Nordisk B A/S,Novo Nordisk A/S,share,Healthcare,Drug Manufacturers - General,Denmark
ASML.AS,ASML HOLDING,ASML Holding N.V.,share,Technology,Semiconductor Equipment & Materials,Netherlands
SAPG.DE,SAP SE,,share,,,Germany
NESN.S,Nestlé S.A.,,share,,,Switzerland
RMS.PA,HERMES INTL,Hermès International Société en commandite par actions,share,Consumer Cyclical,Luxury Goods,France
ROG.S,Roche Holding AG,,share,,,Switzerland
NOVN.S,Novartis AG,,share,,,Switzerland
AZN.L,ASTRAZENECA PLC ORD SHS $0.25,AstraZeneca PLC,share,Healthcare,Drug Manufacturers - General,United Kingdom
SHEL.L,SHELL PLC ORD EUR0.07,Shell plc,share,Energy,Oil & Gas Integrated,United Kingdom
TTE.PA,TOTALENERGIES,TotalEnergies SE,share,Energy,Oil & Gas Integrated,France
HSBA.L,HSBC HOLDINGS PLC ORD $0.50 (UK,HSBC Holdings plc,share,Financial Services,Banks - Diversified,United Kingdom
OR.PA,L'OREAL,L'Oréal S.A.,share,Consumer Defensive,Household & Personal Products,France
SIE.DE,SIEMENS AG                    N,Siemens Aktiengesellschaft,share,Industrials,Specialty Industrial Machinery,Germany
ULVR.L,UNILEVER PLC ORD 3 1/9P,Unilever PLC,share,Consumer Defensive,Household & Personal Products,United Kingdom
AIR.PA,AIRBUS SE,Airbus SE,share,Industrials,Aerospace & Defense,France
SAN.PA,SANOFI,Sanofi,share,Healthcare,Drug Manufacturers - General,France
ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",share,Consumer Cyclical,Apparel Retail,Spain
ALV.DE,Allianz SE                    v,Allianz SE,share,Financial Services,Insurance - Diversified,Germany
ENEL.MI,ENEL,Enel SpA,share,Utilities,Utilities - Diversified,Italy
BP.L,BP PLC $0.25,BP p.l.c.,share,Energy,Oil & Gas Integrated,United Kingdom
UBSG.S,UBS Group AG,,share,,,Switzerland
DTE.DE,DEUTSCHE TELEKOM AG           N,Deutsche Telekom AG,share,Communication Services,Telecom Services,Germany
ADYEN.AS,ADYEN,Adyen N.V.,share,Technology,Software - Infrastructure,Netherlands
MC.PA,LVMH,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",share,Consumer Cyclical,Luxury Goods,France
VOW3.DE,VOLKSWAGEN AG                 V,Volkswagen AG,share,Consumer Cyclical,Auto Manufacturers,Germany
PHIA.AS,KON.PHILIPS N.V.,Koninklijke Philips N.V.,share,Healthcare,Medical Devices,Netherlands
REL.L,RELX PLC ORD 14 51/116P,RELX PLC,share,Industrials,Specialty Business Services,United Kingdom
ZURN.S,Zurich Insurance Group AG,,share,,,Switzerland
BNP.PA,BNP PARIBAS ACT.A,BNP Paribas SA,share,Financial Services,Banks - Regional,France
ORA.PA,ORANGE,Orange S.A.,share,Communication Services,Telecom Services,France
BAYN.DE,Bayer AG                      N,Bayer Aktiengesellschaft,share,Healthcare,Drug Manufacturers - General,Germany
RNO.PA,RENAULT,Renault SA,share,Consumer Cyclical,Auto Manufacturers,France
CRH.L,CRH PLC ORD EUR 0.32 (DI),CRH plc,share,Basic Materials,Building Materials,Ireland
ISP.MI,INTESA SANPAOLO,Intesa Sanpaolo S.p.A.,share,Financial Services,Banks - Regional,Italy
STAN.L,STANDARD CHARTERED PLC ORD USD0,Standard Chartered PLC,share,Financial Services,Banks - Diversified,United Kingdom
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,The Sage Group plc,share,Technology,Software - Application,United Kingdom
DANO.PA,Danone SA,,share,,,France
EADSY.DE,Airbus SE (Germany listing),,share,,,Germany
KNEBV.HE,KONE Corporation,KONE Oyj,share,Industrials,Specialty Industrial Machinery,Finland
ENI.MI,ENI,Eni S.p.A.,share,Energy,Oil & Gas Integrated,Italy
AENA.MC,"AENA, S.M.E., S.A.","Aena S.M.E., S.A.",share,Industrials,Airports & Air Services,Spain
BMW.DE,BAYERISCHE MOTOREN WERKE AG   S,Bayerische Motoren Werke Aktiengesellschaft,share,Consumer Cyclical,Auto Manufacturers,Germany
SU.PA,SCHNEIDER ELECTRIC SE,Schneider Electric S.E.,share,Industrials,Specialty Industrial Machinery,France
TTEF.DE,TotalEnergies SE (Germany listing),,share,,,Germany
