Symbol,Short Name,Long Name,Type,Sector,Industry,Country
WMS,"Advanced Drainage Systems, Inc.","Advanced Drainage Systems, Inc.",share,Industrials,Building Products,"Hilliard, Ohio"
WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,share,Real Estate,Diversified REITs,"New York City, New York"
WSO,"Watsco, Inc.","Watsco, Inc.",share,Industrials,Trading Companies & Distributors,"Miami, Florida"
WTFC,Wintrust Financial Corporation,Wintrust Financial Corporation,share,Financials,Regional Banks,"Rosemont, Illinois"
WTRG,"Essential Utilities, Inc.","Essential Utilities, Inc.",share,Utilities,Water Utilities,"Bryn Mawr, Pennsylvania"
WTS,"Watts Water Technologies, Inc.","Watts Water Technologies, Inc.",share,Industrials,Building Products,"North Andover, Massachusetts"
WWD,"Woodward, Inc.","Woodward, Inc.",share,Industrials,Electrical Components & Equipment,"Fort Collins, Colorado"
XPO,"XPO, Inc.","XPO, Inc.",share,Industrials,Cargo Ground Transportation,"Greenwich, Connecticut"
XRAY,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc.,share,Health Care,Health Care Supplies,"Charlotte, North Carolina"
YETI,"YETI Holdings, Inc.","YETI Holdings, Inc.",share,Consumer Discretionary,Leisure Products,"Austin, Texas"
ZION,Zions Bancorporation N.A.,"Zions Bancorporation, National Association",share,Financials,Regional Banks,"Salt Lake City, Utah"
Founded,,,share,,,
MMM,3M Company,3M Company,share,Industrials,Industrial Conglomerates,"Saint Paul, Minnesota"
AOS,A.O. Smith Corporation,A. O. Smith Corporation,share,Industrials,Building Products,"Milwaukee, Wisconsin"
ABT,Abbott Laboratories,Abbott Laboratories,share,Health Care,Health Care Equipment,"North Chicago, Illinois"
ABBV,AbbVie Inc.,AbbVie Inc.,share,Health Care,Biotechnology,"North Chicago, Illinois"
ACN,Accenture plc,Accenture plc,share,Information Technology,IT Consulting & Other Services,"Dublin, Ireland"
ADBE,Adobe Inc.,Adobe Inc.,share,Information Technology,Application Software,"San Jose, California"
AMD,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",share,Information Technology,Semiconductors,"Santa Clara, California"
AES,The AES Corporation,The AES Corporation,share,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia"
AFL,AFLAC Incorporated,Aflac Incorporated,share,Financials,Life & Health Insurance,"Columbus, Georgia"
A,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",share,Health Care,Life Sciences Tools & Services,"Santa Clara, California"
APD,"Air Products and Chemicals, Inc","Air Products and Chemicals, Inc.",share,Materials,Industrial Gases,"Upper Macungie Township, Pennsylvania"
ABNB,"Airbnb, Inc.","Airbnb, Inc.",share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","San Francisco, California"
AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",share,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts"
ALB,Albemarle Corporation,Albemarle Corporation,share,Materials,Specialty Chemicals,"Charlotte, North Carolina"
ARE,Alexandria Real Estate Equities,"Alexandria Real Estate Equities, Inc.",share,Real Estate,Office REITs,"Pasadena, California"
ALGN,"Align Technology, Inc.","Align Technology, Inc.",share,Health Care,Health Care Supplies,"Tempe, Arizona"
ALLE,Allegion plc,Allegion plc,share,Industrials,Building Products,"Dublin, Ireland"
LNT,Alliant Energy Corporation,Alliant Energy Corporation,share,Utilities,Electric Utilities,"Madison, Wisconsin"
ALL,Allstate Corporation (The),The Allstate Corporation,share,Financials,Property & Casualty Insurance,"Northbrook, Illinois"
GOOGL,Alphabet Inc.,Alphabet Inc.,share,Communication Services,Interactive Media & Services,"Mountain View, California"
GOOG,Alphabet Inc.,Alphabet Inc.,share,Communication Services,Interactive Media & Services,"Mountain View, California"
MO,"Altria Group, Inc.","Altria Group, Inc.",share,Consumer Staples,Tobacco,"Richmond, Virginia"
AMZN,"Amazon.com, Inc.","Amazon.com, Inc.",share,Consumer Discretionary,Broadline Retail,"Seattle, Washington"
AMCR,Amcor plc,Amcor plc,share,Materials,Paper & Plastic Packaging Products & Materials,"Warmley, Bristol, United Kingdom"
AEE,Ameren Corporation,Ameren Corporation,share,Utilities,Multi-Utilities,"St. Louis, Missouri"
AEP,American Electric Power Company,"American Electric Power Company, Inc.",share,Utilities,Electric Utilities,"Columbus, Ohio"
AXP,American Express Company,American Express Company,share,Financials,Consumer Finance,"New York City, New York"
AIG,"American International Group, I","American International Group, Inc.",share,Financials,Multi-line Insurance,"New York City, New York"
AMT,American Tower Corporation (REI,American Tower Corporation,share,Real Estate,Telecom Tower REITs,"Boston, Massachusetts"
AWK,"American Water Works Company, I","American Water Works Company, Inc.",share,Utilities,Water Utilities,"Camden, New Jersey"
AMP,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc.",share,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota"
AME,"AMETEK, Inc.","AMETEK, Inc.",share,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania"
AMGN,Amgen Inc.,Amgen Inc.,share,Health Care,Biotechnology,"Thousand Oaks, California"
APH,Amphenol Corporation,Amphenol Corporation,share,Information Technology,Electronic Components,"Wallingford, Connecticut"
ADI,"Analog Devices, Inc.","Analog Devices, Inc.",share,Information Technology,Semiconductors,"Wilmington, Massachusetts"
AON,Aon plc,Aon plc,share,Financials,Insurance Brokers,"London, United Kingdom"
APA,APA Corporation,APA Corporation,share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
APO,"Apollo Global Management, Inc. ","Apollo Global Management, Inc.",share,Financials,Asset Management & Custody Banks,"New York City, New York"
AAPL,Apple Inc.,Apple Inc.,share,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California"
AMAT,"Applied Materials, Inc.","Applied Materials, Inc.",share,Information Technology,Semiconductor Materials & Equipment,"Santa Clara, California"
APP,Applovin Corporation,AppLovin Corporation,share,Information Technology,Application Software,"Palo Alto, California"
APTV,Aptiv PLC,Aptiv PLC,share,Consumer Discretionary,Automotive Parts & Equipment,"Dublin, Ireland"
ACGL,Arch Capital Group Ltd.,Arch Capital Group Ltd.,share,Financials,Property & Casualty Insurance,"Hamilton, Bermuda"
ADM,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,share,Consumer Staples,Agricultural Products & Services,"Chicago, Illinois"
ANET,"Arista Networks, Inc.",Arista Networks Inc,share,Information Technology,Communications Equipment,"Santa Clara, California"
AJG,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,share,Financials,Insurance Brokers,"Rolling Meadows, Illinois"
AIZ,"Assurant, Inc.","Assurant, Inc.",share,Financials,Multi-line Insurance,"Atlanta, Georgia"
T,AT&T Inc.,AT&T Inc.,share,Communication Services,Integrated Telecommunication Services,"Dallas, Texas"
ATO,Atmos Energy Corporation,Atmos Energy Corporation,share,Utilities,Gas Utilities,"Dallas, Texas"
ADSK,"Autodesk, Inc.","Autodesk, Inc.",share,Information Technology,Application Software,"San Francisco, California"
ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",share,Industrials,Human Resource & Employment Services,"Roseland, New Jersey"
AZO,"AutoZone, Inc.","AutoZone, Inc.",share,Consumer Discretionary,Automotive Retail,"Memphis, Tennessee"
AVB,"AvalonBay Communities, Inc.","AvalonBay Communities, Inc.",share,Real Estate,Multi-Family Residential REITs,"Arlington, Virginia"
AVY,Avery Dennison Corporation,Avery Dennison Corporation,share,Materials,Paper & Plastic Packaging Products & Materials,"Mentor, Ohio"
AXON,"Axon Enterprise, Inc.","Axon Enterprise, Inc.",share,Industrials,Aerospace & Defense,"Scottsdale, Arizona"
BKR,Baker Hughes Company,Baker Hughes Company,share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
BALL,Ball Corporation,Ball Corporation,share,Materials,"Metal, Glass & Plastic Containers","Broomfield, Colorado"
BAC,Bank of America Corporation,Bank of America Corporation,share,Financials,Diversified Banks,"Charlotte, North Carolina"
BAX,Baxter International Inc.,Baxter International Inc.,share,Health Care,Health Care Equipment,"Deerfield, Illinois"
BDX,"Becton, Dickinson and Company","Becton, Dickinson and Company",share,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey"
BRK.B,,,share,Financials,Multi-Sector Holdings,"Omaha, Nebraska"
BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",share,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota"
TECH,Bio-Techne Corp,Bio-Techne Corporation,share,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota"
BIIB,Biogen Inc.,Biogen Inc.,share,Health Care,Biotechnology,"Cambridge, Massachusetts"
BLK,"BlackRock, Inc.","BlackRock, Inc.",share,Financials,Asset Management & Custody Banks,"New York City, New York"
BX,Blackstone Inc.,Blackstone Inc.,share,Financials,Asset Management & Custody Banks,"New York City, New York"
XYZ,"Block, Inc.","Block, Inc.",share,Financials,Transaction & Payment Processing Services,none
BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,share,Financials,Asset Management & Custody Banks,"New York City, New York"
BA,Boeing Company (The),The Boeing Company,share,Industrials,Aerospace & Defense,"Arlington, Virginia"
BKNG,Booking Holdings Inc. Common St,Booking Holdings Inc.,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut"
BSX,Boston Scientific Corporation,Boston Scientific Corporation,share,Health Care,Health Care Equipment,"Marlborough, Massachusetts"
BMY,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,share,Health Care,Pharmaceuticals,"New York City, New York"
AVGO,Broadcom Inc.,Broadcom Inc.,share,Information Technology,Semiconductors,"Palo Alto, California"
BR,"Broadridge Financial Solutions,","Broadridge Financial Solutions, Inc.",share,Industrials,Data Processing & Outsourced Services,"Lake Success, New York"
BRO,"Brown & Brown, Inc.","Brown & Brown, Inc.",share,Financials,Insurance Brokers,"Daytona Beach, Florida"
BF.B,,,share,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky"
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc.",share,Industrials,Building Products,"Irving, Texas"
BG,Bunge Limited,Bunge Global SA,share,Consumer Staples,Agricultural Products & Services,"Chesterfield, Missouri"
BXP,"BXP, Inc.","BXP, Inc.",share,Real Estate,Office REITs,"Boston, Massachusetts"
CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc.",share,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota"
CDNS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc.",share,Information Technology,Application Software,"San Jose, California"
CPT,Camden Property Trust,Camden Property Trust,share,Real Estate,Multi-Family Residential REITs,"Houston, Texas"
CPB,The Campbell's Company,The Campbell's Company,share,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey"
COF,Capital One Financial Corporati,Capital One Financial Corporation,share,Financials,Consumer Finance,"Tysons Corner, Virginia"
CAH,"Cardinal Health, Inc.","Cardinal Health, Inc.",share,Health Care,Health Care Distributors,"Dublin, Ohio"
KMX,CarMax Inc,"CarMax, Inc.",share,Consumer Discretionary,Automotive Retail,"Richmond, Virginia"
CCL,Carnival Corporation,Carnival Corporation & plc,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida"
CARR,Carrier Global Corporation,Carrier Global Corporation,share,Industrials,Building Products,"Palm Beach Gardens, Florida"
CAT,"Caterpillar, Inc.",Caterpillar Inc.,share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Irving, Texas"
CBOE,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc.",share,Financials,Financial Exchanges & Data,"Chicago, Illinois"
CBRE,CBRE Group Inc,"CBRE Group, Inc.",share,Real Estate,Real Estate Services,"Dallas, Texas"
CDW,CDW Corporation,CDW Corporation,share,Information Technology,Technology Distributors,"Vernon Hills, Illinois"
COR,"Cencora, Inc.","Cencora, Inc.",share,Health Care,Health Care Distributors,"Conshohocken, Pennsylvania"
CNC,Centene Corporation,Centene Corporation,share,Health Care,Managed Health Care,"St. Louis, Missouri"
CNP,"CenterPoint Energy, Inc (Holdin","CenterPoint Energy, Inc.",share,Utilities,Multi-Utilities,"Houston, Texas"
CF,"CF Industries Holdings, Inc.","CF Industries Holdings, Inc.",share,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois"
CRL,Charles River Laboratories Inte,"Charles River Laboratories International, Inc.",share,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts"
SCHW,Charles Schwab Corporation (The,The Charles Schwab Corporation,share,Financials,Investment Banking & Brokerage,"Westlake, Texas"
CHTR,"Charter Communications, Inc.","Charter Communications, Inc.",share,Communication Services,Cable & Satellite,"Stamford, Connecticut"
CVX,Chevron Corporation,Chevron Corporation,share,Energy,Integrated Oil & Gas,"Houston, Texas"
CMG,"Chipotle Mexican Grill, Inc.","Chipotle Mexican Grill, Inc.",share,Consumer Discretionary,Restaurants,"Newport Beach, California"
CB,Chubb Limited,Chubb Limited,share,Financials,Property & Casualty Insurance,"Zurich, Switzerland"
CHD,"Church & Dwight Company, Inc.","Church & Dwight Co., Inc.",share,Consumer Staples,Household Products,"Ewing, New Jersey"
CI,The Cigna Group,The Cigna Group,share,Health Care,Health Care Services,"Bloomfield, Connecticut"
CINF,Cincinnati Financial Corporatio,Cincinnati Financial Corporation,share,Financials,Property & Casualty Insurance,"Fairfield, Ohio"
CTAS,Cintas Corporation,Cintas Corporation,share,Industrials,Diversified Support Services,"Mason, Ohio"
CSCO,"Cisco Systems, Inc.","Cisco Systems, Inc.",share,Information Technology,Communications Equipment,"San Jose, California"
C,"Citigroup, Inc.",Citigroup Inc.,share,Financials,Diversified Banks,"New York City, New York"
CFG,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc.",share,Financials,Regional Banks,"Providence, Rhode Island"
CLX,Clorox Company (The),The Clorox Company,share,Consumer Staples,Household Products,"Oakland, California"
CME,CME Group Inc.,CME Group Inc.,share,Financials,Financial Exchanges & Data,"Chicago, Illinois"
CMS,CMS Energy Corporation,CMS Energy Corporation,share,Utilities,Multi-Utilities,"Jackson, Michigan"
KO,Coca-Cola Company (The),The Coca-Cola Company,share,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Atlanta, Georgia"
CTSH,Cognizant Technology Solutions ,Cognizant Technology Solutions Corporation,share,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey"
COIN,"Coinbase Global, Inc.","Coinbase Global, Inc.",share,Financials,Financial Exchanges & Data,"New York City, New York"
CL,Colgate-Palmolive Company,Colgate-Palmolive Company,share,Consumer Staples,Household Products,"New York City, New York"
CMCSA,Comcast Corporation,Comcast Corporation,share,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania"
CAG,"ConAgra Brands, Inc.","Conagra Brands, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois"
COP,ConocoPhillips,ConocoPhillips,share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
ED,"Consolidated Edison, Inc.","Consolidated Edison, Inc.",share,Utilities,Multi-Utilities,"New York City, New York"
STZ,"Constellation Brands, Inc.","Constellation Brands, Inc.",share,Consumer Staples,Distillers & Vintners,"Rochester, New York"
CEG,Constellation Energy Corporatio,Constellation Energy Corporation,share,Utilities,Electric Utilities,"Baltimore, Maryland"
COO,"The Cooper Companies, Inc.","The Cooper Companies, Inc.",share,Health Care,Health Care Supplies,"San Ramon, California"
CPRT,"Copart, Inc.","Copart, Inc.",share,Industrials,Diversified Support Services,"Dallas, Texas"
GLW,Corning Incorporated,Corning Incorporated,share,Information Technology,Electronic Components,"Corning, New York"
CPAY,"Corpay, Inc.","Corpay, Inc.",share,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia"
CTVA,"Corteva, Inc.","Corteva, Inc.",share,Materials,Fertilizers & Agricultural Chemicals,"Indianapolis, Indiana"
CSGP,"CoStar Group, Inc.","CoStar Group, Inc.",share,Real Estate,Real Estate Services,"Washington, D.C."
COST,Costco Wholesale Corporation,Costco Wholesale Corporation,share,Consumer Staples,Consumer Staples Merchandise Retail,"Issaquah, Washington"
CTRA,Coterra Energy Inc.,Coterra Energy Inc.,share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
CRWD,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc.",share,Information Technology,Systems Software,"Austin, Texas"
CCI,Crown Castle Inc.,Crown Castle Inc.,share,Real Estate,Telecom Tower REITs,"Houston, Texas"
CSX,CSX Corporation,CSX Corporation,share,Industrials,Rail Transportation,"Jacksonville, Florida"
CMI,Cummins Inc.,Cummins Inc.,share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Columbus, Indiana"
CVS,CVS Health Corporation,CVS Health Corporation,share,Health Care,Health Care Services,"Woonsocket, Rhode Island"
DHR,Danaher Corporation,Danaher Corporation,share,Health Care,Life Sciences Tools & Services,"Washington, D.C."
DRI,"Darden Restaurants, Inc.","Darden Restaurants, Inc.",share,Consumer Discretionary,Restaurants,"Orlando, Florida"
DDOG,"Datadog, Inc.","Datadog, Inc.",share,Information Technology,Application Software,"New York City, New York"
DVA,DaVita Inc.,DaVita Inc.,share,Health Care,Health Care Services,"Denver, Colorado"
DAY,"Dayforce, Inc.",Dayforce Inc,share,Industrials,Human Resource & Employment Services,"Minneapolis, Minnesota"
DECK,Deckers Outdoor Corporation,Deckers Outdoor Corporation,share,Consumer Discretionary,Footwear,"Goleta, California"
DE,Deere & Company,Deere & Company,share,Industrials,Agricultural & Farm Machinery,"Moline, Illinois"
DELL,Dell Technologies Inc.,Dell Technologies Inc.,share,Information Technology,"Technology Hardware, Storage & Peripherals","Round Rock, Texas"
DAL,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",share,Industrials,Passenger Airlines,"Atlanta, Georgia"
DVN,Devon Energy Corporation,Devon Energy Corporation,share,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma"
DXCM,"DexCom, Inc.","DexCom, Inc.",share,Health Care,Health Care Equipment,"San Diego, California"
FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",share,Energy,Oil & Gas Exploration & Production,"Midland, Texas"
DLR,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",share,Real Estate,Data Center REITs,"Austin, Texas"
DG,Dollar General Corporation,Dollar General Corporation,share,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee"
DLTR,"Dollar Tree, Inc.","Dollar Tree, Inc.",share,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia"
D,"Dominion Energy, Inc.","Dominion Energy, Inc.",share,Utilities,Multi-Utilities,"Richmond, Virginia"
DPZ,Domino's Pizza Inc,"Domino's Pizza, Inc.",share,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan"
DASH,"DoorDash, Inc.","DoorDash, Inc.",share,Consumer Discretionary,Specialized Consumer Services,"San Francisco, California"
DOV,Dover Corporation,Dover Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois"
DOW,Dow Inc.,Dow Inc.,share,Materials,Commodity Chemicals,"Midland, Michigan"
DHI,"D.R. Horton, Inc.","D.R. Horton, Inc.",share,Consumer Discretionary,Homebuilding,"Arlington, Texas"
DTE,DTE Energy Company,DTE Energy Company,share,Utilities,Multi-Utilities,"Detroit, Michigan"
DUK,Duke Energy Corporation (Holdin,Duke Energy Corporation,share,Utilities,Electric Utilities,"Charlotte, North Carolina"
DD,"DuPont de Nemours, Inc.","DuPont de Nemours, Inc.",share,Materials,Specialty Chemicals,"Wilmington, Delaware"
EMN,Eastman Chemical Company,Eastman Chemical Company,share,Materials,Specialty Chemicals,"Kingsport, Tennessee"
ETN,"Eaton Corporation, PLC",Eaton Corporation plc,share,Industrials,Electrical Components & Equipment,"Dublin, Ireland"
EBAY,eBay Inc.,eBay Inc.,share,Consumer Discretionary,Broadline Retail,"San Jose, California"
ECL,Ecolab Inc.,Ecolab Inc.,share,Materials,Specialty Chemicals,"Saint Paul, Minnesota"
EIX,Edison International,Edison International,share,Utilities,Electric Utilities,"Rosemead, California"
EW,Edwards Lifesciences Corporatio,Edwards Lifesciences Corporation,share,Health Care,Health Care Equipment,"Irvine, California"
EA,Electronic Arts Inc.,Electronic Arts Inc.,share,Communication Services,Interactive Home Entertainment,"Redwood City, California"
ELV,"Elevance Health, Inc.","Elevance Health, Inc.",share,Health Care,Managed Health Care,"Indianapolis, Indiana"
EME,"EMCOR Group, Inc.","EMCOR Group, Inc.",share,Industrials,Construction & Engineering,"Norwalk, Connecticut"
EMR,Emerson Electric Company,Emerson Electric Co.,share,Industrials,Electrical Components & Equipment,"Ferguson, Missouri"
ETR,Entergy Corporation,Entergy Corporation,share,Utilities,Electric Utilities,"New Orleans, Louisiana"
EOG,"EOG Resources, Inc.","EOG Resources, Inc.",share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
EPAM,"EPAM Systems, Inc.","EPAM Systems, Inc.",share,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania"
EQT,EQT Corporation,EQT Corporation,share,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania"
EFX,"Equifax, Inc.",Equifax Inc.,share,Industrials,Research & Consulting Services,"Atlanta, Georgia"
EQIX,"Equinix, Inc.","Equinix, Inc.",share,Real Estate,Data Center REITs,"Redwood City, California"
EQR,Equity Residential,Equity Residential,share,Real Estate,Multi-Family Residential REITs,"Chicago, Illinois"
ERIE,Erie Indemnity Company,Erie Indemnity Company,share,Financials,Insurance Brokers,"Erie, Pennsylvania"
ESS,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",share,Real Estate,Multi-Family Residential REITs,"San Mateo, California"
EL,"Estee Lauder Companies, Inc. (T",The Estée Lauder Companies Inc.,share,Consumer Staples,Personal Care Products,"New York City, New York"
EG,"Everest Group, Ltd.","Everest Group, Ltd.",share,Financials,Reinsurance,"Hamilton, Bermuda"
EVRG,"Evergy, Inc.","Evergy, Inc.",share,Utilities,Electric Utilities,"Kansas City, Missouri"
ES,Eversource Energy (D/B/A),Eversource Energy,share,Utilities,Electric Utilities,"Hartford, Connecticut"
EXC,Exelon Corporation,Exelon Corporation,share,Utilities,Electric Utilities,"Chicago, Illinois"
EXE,Expand Energy Corporation,Expand Energy Corporation,share,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma"
EXPE,"Expedia Group, Inc.","Expedia Group, Inc.",share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington"
EXPD,Expeditors International of Was,"Expeditors International of Washington, Inc.",share,Industrials,Air Freight & Logistics,"Seattle, Washington"
EXR,Extra Space Storage Inc,Extra Space Storage Inc.,share,Real Estate,Self-Storage REITs,"Salt Lake City, Utah"
XOM,Exxon Mobil Corporation,Exxon Mobil Corporation,share,Energy,Integrated Oil & Gas,"Irving, Texas"
FFIV,"F5, Inc.","F5, Inc.",share,Information Technology,Communications Equipment,"Seattle, Washington"
FDS,FactSet Research Systems Inc.,FactSet Research Systems Inc.,share,Financials,Financial Exchanges & Data,"Norwalk, Connecticut"
FICO,Fair Isaac Corporation,Fair Isaac Corporation,share,Information Technology,Application Software,"Bozeman, Montana"
FAST,Fastenal Company,Fastenal Company,share,Industrials,Trading Companies & Distributors,"Winona, Minnesota"
FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,share,Real Estate,Retail REITs,"Rockville, Maryland"
FDX,FedEx Corporation,FedEx Corporation,share,Industrials,Air Freight & Logistics,"Memphis, Tennessee"
FIS,Fidelity National Information S,"Fidelity National Information Services, Inc.",share,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida"
FITB,Fifth Third Bancorp,Fifth Third Bancorp,share,Financials,Regional Banks,"Cincinnati, Ohio"
FSLR,"First Solar, Inc.","First Solar, Inc.",share,Information Technology,Semiconductors,"Tempe, Arizona"
FE,FirstEnergy Corp.,FirstEnergy Corp.,share,Utilities,Electric Utilities,"Akron, Ohio"
FI,"Fiserv, Inc.","Fiserv, Inc.",share,Financials,Transaction & Payment Processing Services,"Brookfield, Wisconsin"
F,Ford Motor Company,Ford Motor Company,share,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan"
FTNT,"Fortinet, Inc.","Fortinet, Inc.",share,Information Technology,Systems Software,"Sunnyvale, California"
FTV,Fortive Corporation,Fortive Corporation,share,Industrials,Industrial Machinery & Supplies & Components,"Everett, Washington"
FOXA,Fox Corporation,Fox Corporation,share,Communication Services,Broadcasting,"New York City, New York"
FOX,Fox Corporation,Fox Corporation,share,Communication Services,Broadcasting,"New York City, New York"
BEN,"Franklin Resources, Inc.","Franklin Resources, Inc.",share,Financials,Asset Management & Custody Banks,"San Mateo, California"
FCX,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,share,Materials,Copper,"Phoenix, Arizona"
GRMN,Garmin Ltd.,Garmin Ltd.,share,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland"
IT,"Gartner, Inc.","Gartner, Inc.",share,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut"
GE,GE Aerospace,GE Aerospace,share,Industrials,Aerospace & Defense,"Evendale, Ohio"
GEHC,GE HealthCare Technologies Inc.,GE HealthCare Technologies Inc.,share,Health Care,Health Care Equipment,"Chicago, Illinois"
GEV,GE Vernova Inc.,GE Vernova Inc.,share,Industrials,Heavy Electrical Equipment,"Cambridge, Massachusetts"
GEN,Gen Digital Inc.,Gen Digital Inc.,share,Information Technology,Systems Software,"Tempe, Arizona"
GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,share,Industrials,Electrical Components & Equipment,"Waukesha, Wisconsin"
GD,General Dynamics Corporation,General Dynamics Corporation,share,Industrials,Aerospace & Defense,"Reston, Virginia"
GIS,"General Mills, Inc.","General Mills, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota"
GM,General Motors Company,General Motors Company,share,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan"
GPC,Genuine Parts Company,Genuine Parts Company,share,Consumer Discretionary,Distributors,"Atlanta, Georgia"
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",share,Health Care,Biotechnology,"Foster City, California"
GPN,Global Payments Inc.,Global Payments Inc.,share,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia"
GL,Globe Life Inc.,Globe Life Inc.,share,Financials,Life & Health Insurance,"McKinney, Texas"
GDDY,GoDaddy Inc.,GoDaddy Inc.,share,Information Technology,Internet Services & Infrastructure,"Tempe, Arizona"
GS,"Goldman Sachs Group, Inc. (The)","The Goldman Sachs Group, Inc.",share,Financials,Investment Banking & Brokerage,"New York City, New York"
HAL,Halliburton Company,Halliburton Company,share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
HIG,"The Hartford Insurance Group, I","The Hartford Insurance Group, Inc.",share,Financials,Property & Casualty Insurance,"Hartford, Connecticut"
HAS,"Hasbro, Inc.","Hasbro, Inc.",share,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island"
HCA,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",share,Health Care,Health Care Facilities,"Nashville, Tennessee"
DOC,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",share,Real Estate,Health Care REITs,"Denver, Colorado"
HSIC,"Henry Schein, Inc.","Henry Schein, Inc.",share,Health Care,Health Care Distributors,"Melville, New York"
HSY,The Hershey Company,The Hershey Company,share,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania"
HPE,Hewlett Packard Enterprise Comp,Hewlett Packard Enterprise Company,share,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas"
HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia"
